Population,Latitude,Longitude,Year_start,Year_end,Line,Replicate,Sex,Development_time
Kingscliff,-28.26,153.58,2004,2004,4,2,female,228.53
Kingscliff,-28.26,153.58,2004,2004,4,2,female,253.25
Kingscliff,-28.26,153.58,2004,2004,4,3,female,241.42
Kingscliff,-28.26,153.58,2004,2004,5,1,female,228.53
Kingscliff,-28.26,153.58,2004,2004,5,1,female,235.03
Kingscliff,-28.26,153.58,2004,2004,5,1,female,241.42
Kingscliff,-28.26,153.58,2004,2004,5,2,female,235.03
Kingscliff,-28.26,153.58,2004,2004,5,3,female,253.25
Kingscliff,-28.26,153.58,2004,2004,5,3,female,271.48
Kingscliff,-28.26,153.58,2004,2004,5,3,female,271.48
Kingscliff,-28.26,153.58,2004,2004,7,1,female,259.08
Kingscliff,-28.26,153.58,2004,2004,7,1,female,271.48
Kingscliff,-28.26,153.58,2004,2004,7,1,female,283.43
Kingscliff,-28.26,153.58,2004,2004,7,2,female,262.87
Kingscliff,-28.26,153.58,2004,2004,7,2,female,277.17
Kingscliff,-28.26,153.58,2004,2004,7,3,female,247.47
Kingscliff,-28.26,153.58,2004,2004,7,3,female,247.47
Kingscliff,-28.26,153.58,2004,2004,7,3,female,262.87
Kingscliff,-28.26,153.58,2004,2004,8,1,female,277.17
Kingscliff,-28.26,153.58,2004,2004,8,2,female,262.87
Kingscliff,-28.26,153.58,2004,2004,8,2,female,328.05
Kingscliff,-28.26,153.58,2004,2004,8,3,female,235.03
Kingscliff,-28.26,153.58,2004,2004,9,1,female,228.53
Kingscliff,-28.26,153.58,2004,2004,9,2,female,241.42
Kingscliff,-28.26,153.58,2004,2004,9,3,female,247.47
Kingscliff,-28.26,153.58,2004,2004,10,2,female,247.47
Kingscliff,-28.26,153.58,2004,2004,10,2,female,262.87
Kingscliff,-28.26,153.58,2004,2004,11,1,female,235.03
Kingscliff,-28.26,153.58,2004,2004,11,1,female,247.47
Kingscliff,-28.26,153.58,2004,2004,11,1,female,247.47
Kingscliff,-28.26,153.58,2004,2004,11,3,female,259.08
Kingscliff,-28.26,153.58,2004,2004,11,3,female,271.48
Kingscliff,-28.26,153.58,2004,2004,11,3,female,277.17
Kingscliff,-28.26,153.58,2004,2004,12,3,female,262.87
Kingscliff,-28.26,153.58,2004,2004,12,3,female,262.87
Kingscliff,-28.26,153.58,2004,2004,12,3,female,283.43
Kingscliff,-28.26,153.58,2004,2004,12,3,female,288.42
Kingscliff,-28.26,153.58,2004,2004,12,3,female,328.05
Kingscliff,-28.26,153.58,2004,2004,14,1,female,228.53
Kingscliff,-28.26,153.58,2004,2004,14,1,female,235.03
Kingscliff,-28.26,153.58,2004,2004,14,1,female,277.17
Kingscliff,-28.26,153.58,2004,2004,14,2,female,262.87
Kingscliff,-28.26,153.58,2004,2004,14,2,female,306.82
Kingscliff,-28.26,153.58,2004,2004,14,3,female,277.17
Kingscliff,-28.26,153.58,2004,2004,14,3,female,301.70
Kingscliff,-28.26,153.58,2004,2004,14,3,female,312.87
Kingscliff,-28.26,153.58,2004,2004,15,1,female,247.47
Kingscliff,-28.26,153.58,2004,2004,15,1,female,277.17
Kingscliff,-28.26,153.58,2004,2004,15,3,female,228.53
Kingscliff,-28.26,153.58,2004,2004,15,3,female,247.47
Kingscliff,-28.26,153.58,2004,2004,16,1,female,247.47
Kingscliff,-28.26,153.58,2004,2004,16,1,female,247.47
Kingscliff,-28.26,153.58,2004,2004,16,1,female,253.25
Kingscliff,-28.26,153.58,2004,2004,16,3,female,235.03
Kingscliff,-28.26,153.58,2004,2004,16,3,female,241.42
Kingscliff,-28.26,153.58,2004,2004,16,3,female,241.42
Kingscliff,-28.26,153.58,2004,2004,16,3,female,253.25
Kingscliff,-28.26,153.58,2004,2004,17,1,female,271.48
Kingscliff,-28.26,153.58,2004,2004,17,1,female,295.48
Kingscliff,-28.26,153.58,2004,2004,17,2,female,262.87
Kingscliff,-28.26,153.58,2004,2004,17,2,female,277.17
Kingscliff,-28.26,153.58,2004,2004,17,2,female,295.48
Kingscliff,-28.26,153.58,2004,2004,17,2,female,295.48
Kingscliff,-28.26,153.58,2004,2004,17,3,female,288.42
Kingscliff,-28.26,153.58,2004,2004,17,3,female,295.48
Kingscliff,-28.26,153.58,2004,2004,17,3,female,301.70
Kingscliff,-28.26,153.58,2004,2004,19,1,female,241.42
Kingscliff,-28.26,153.58,2004,2004,19,2,female,259.08
Kingscliff,-28.26,153.58,2004,2004,19,2,female,312.87
Kingscliff,-28.26,153.58,2004,2004,19,3,female,301.70
Kingscliff,-28.26,153.58,2004,2004,19,3,female,301.70
Kingscliff,-28.26,153.58,2004,2004,1,2,male,262.87
Kingscliff,-28.26,153.58,2004,2004,1,3,male,271.48
Kingscliff,-28.26,153.58,2004,2004,1,3,male,283.43
Kingscliff,-28.26,153.58,2004,2004,1,3,male,301.70
Kingscliff,-28.26,153.58,2004,2004,3,1,male,241.42
Kingscliff,-28.26,153.58,2004,2004,3,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,3,2,male,241.42
Kingscliff,-28.26,153.58,2004,2004,3,3,male,283.43
Kingscliff,-28.26,153.58,2004,2004,3,3,male,295.48
Kingscliff,-28.26,153.58,2004,2004,4,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,4,2,male,228.53
Kingscliff,-28.26,153.58,2004,2004,4,2,male,247.47
Kingscliff,-28.26,153.58,2004,2004,4,2,male,253.25
Kingscliff,-28.26,153.58,2004,2004,4,2,male,288.42
Kingscliff,-28.26,153.58,2004,2004,4,3,male,228.53
Kingscliff,-28.26,153.58,2004,2004,4,3,male,241.42
Kingscliff,-28.26,153.58,2004,2004,4,3,male,262.87
Kingscliff,-28.26,153.58,2004,2004,5,1,male,235.03
Kingscliff,-28.26,153.58,2004,2004,5,1,male,241.42
Kingscliff,-28.26,153.58,2004,2004,5,1,male,253.25
Kingscliff,-28.26,153.58,2004,2004,5,1,male,288.42
Kingscliff,-28.26,153.58,2004,2004,5,2,male,241.42
Kingscliff,-28.26,153.58,2004,2004,5,2,male,247.47
Kingscliff,-28.26,153.58,2004,2004,5,2,male,247.47
Kingscliff,-28.26,153.58,2004,2004,5,2,male,259.08
Kingscliff,-28.26,153.58,2004,2004,7,1,male,295.48
Kingscliff,-28.26,153.58,2004,2004,7,1,male,328.05
Kingscliff,-28.26,153.58,2004,2004,7,2,male,283.43
Kingscliff,-28.26,153.58,2004,2004,7,2,male,288.42
Kingscliff,-28.26,153.58,2004,2004,7,2,male,288.42
Kingscliff,-28.26,153.58,2004,2004,7,2,male,301.70
Kingscliff,-28.26,153.58,2004,2004,7,3,male,295.48
Kingscliff,-28.26,153.58,2004,2004,8,2,male,262.87
Kingscliff,-28.26,153.58,2004,2004,8,3,male,247.47
Kingscliff,-28.26,153.58,2004,2004,8,3,male,247.47
Kingscliff,-28.26,153.58,2004,2004,9,1,male,235.03
Kingscliff,-28.26,153.58,2004,2004,9,1,male,241.42
Kingscliff,-28.26,153.58,2004,2004,9,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,9,2,male,222.60
Kingscliff,-28.26,153.58,2004,2004,9,2,male,235.03
Kingscliff,-28.26,153.58,2004,2004,9,2,male,235.03
Kingscliff,-28.26,153.58,2004,2004,9,2,male,235.03
Kingscliff,-28.26,153.58,2004,2004,9,3,male,253.25
Kingscliff,-28.26,153.58,2004,2004,10,1,male,235.03
Kingscliff,-28.26,153.58,2004,2004,10,1,male,241.42
Kingscliff,-28.26,153.58,2004,2004,10,1,male,241.42
Kingscliff,-28.26,153.58,2004,2004,10,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,10,2,male,259.08
Kingscliff,-28.26,153.58,2004,2004,10,2,male,271.48
Kingscliff,-28.26,153.58,2004,2004,10,2,male,277.17
Kingscliff,-28.26,153.58,2004,2004,10,3,male,288.42
Kingscliff,-28.26,153.58,2004,2004,10,3,male,301.70
Kingscliff,-28.26,153.58,2004,2004,11,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,11,2,male,241.42
Kingscliff,-28.26,153.58,2004,2004,11,2,male,247.47
Kingscliff,-28.26,153.58,2004,2004,11,3,male,262.87
Kingscliff,-28.26,153.58,2004,2004,11,3,male,271.48
Kingscliff,-28.26,153.58,2004,2004,11,3,male,271.48
Kingscliff,-28.26,153.58,2004,2004,12,1,male,228.53
Kingscliff,-28.26,153.58,2004,2004,12,1,male,228.53
Kingscliff,-28.26,153.58,2004,2004,12,1,male,235.03
Kingscliff,-28.26,153.58,2004,2004,12,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,12,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,12,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,12,2,male,247.47
Kingscliff,-28.26,153.58,2004,2004,12,2,male,262.87
Kingscliff,-28.26,153.58,2004,2004,12,2,male,271.48
Kingscliff,-28.26,153.58,2004,2004,14,1,male,235.03
Kingscliff,-28.26,153.58,2004,2004,14,1,male,235.03
Kingscliff,-28.26,153.58,2004,2004,14,1,male,271.48
Kingscliff,-28.26,153.58,2004,2004,14,1,male,288.42
Kingscliff,-28.26,153.58,2004,2004,14,2,male,277.17
Kingscliff,-28.26,153.58,2004,2004,14,2,male,288.42
Kingscliff,-28.26,153.58,2004,2004,14,3,male,271.48
Kingscliff,-28.26,153.58,2004,2004,14,3,male,328.05
Kingscliff,-28.26,153.58,2004,2004,14,3,male,363.37
Kingscliff,-28.26,153.58,2004,2004,15,1,male,283.43
Kingscliff,-28.26,153.58,2004,2004,15,1,male,288.42
Kingscliff,-28.26,153.58,2004,2004,15,3,male,228.53
Kingscliff,-28.26,153.58,2004,2004,15,3,male,241.42
Kingscliff,-28.26,153.58,2004,2004,15,3,male,259.08
Kingscliff,-28.26,153.58,2004,2004,16,1,male,241.42
Kingscliff,-28.26,153.58,2004,2004,16,1,male,271.48
Kingscliff,-28.26,153.58,2004,2004,16,1,male,277.17
Kingscliff,-28.26,153.58,2004,2004,16,1,male,288.42
Kingscliff,-28.26,153.58,2004,2004,16,2,male,283.43
Kingscliff,-28.26,153.58,2004,2004,16,2,male,283.43
Kingscliff,-28.26,153.58,2004,2004,16,2,male,283.43
Kingscliff,-28.26,153.58,2004,2004,16,2,male,312.87
Kingscliff,-28.26,153.58,2004,2004,16,3,male,235.03
Kingscliff,-28.26,153.58,2004,2004,16,3,male,247.47
Kingscliff,-28.26,153.58,2004,2004,16,3,male,247.47
Kingscliff,-28.26,153.58,2004,2004,16,3,male,253.25
Kingscliff,-28.26,153.58,2004,2004,17,1,male,301.70
Kingscliff,-28.26,153.58,2004,2004,17,1,male,328.05
Kingscliff,-28.26,153.58,2004,2004,17,1,male,328.05
Kingscliff,-28.26,153.58,2004,2004,17,2,male,271.48
Kingscliff,-28.26,153.58,2004,2004,17,2,male,306.82
Kingscliff,-28.26,153.58,2004,2004,17,2,male,352.70
Kingscliff,-28.26,153.58,2004,2004,17,3,male,301.70
Kingscliff,-28.26,153.58,2004,2004,19,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,19,1,male,247.47
Kingscliff,-28.26,153.58,2004,2004,19,1,male,262.87
Kingscliff,-28.26,153.58,2004,2004,19,2,male,253.25
Kingscliff,-28.26,153.58,2004,2004,19,2,male,262.87
Kingscliff,-28.26,153.58,2004,2004,19,3,male,253.25
Kingscliff,-28.26,153.58,2004,2004,19,3,male,352.70
Red_Rock,-29.98,153.23,2004,2004,2,1,female,222.60
Red_Rock,-29.98,153.23,2004,2004,2,1,female,235.03
Red_Rock,-29.98,153.23,2004,2004,2,2,female,271.48
Red_Rock,-29.98,153.23,2004,2004,2,2,female,271.48
Red_Rock,-29.98,153.23,2004,2004,2,2,female,328.05
Red_Rock,-29.98,153.23,2004,2004,2,3,female,247.47
Red_Rock,-29.98,153.23,2004,2004,2,3,female,271.48
Red_Rock,-29.98,153.23,2004,2004,3,1,female,253.25
Red_Rock,-29.98,153.23,2004,2004,3,3,female,241.42
Red_Rock,-29.98,153.23,2004,2004,4,1,female,288.42
Red_Rock,-29.98,153.23,2004,2004,4,1,female,295.48
Red_Rock,-29.98,153.23,2004,2004,4,2,female,241.42
Red_Rock,-29.98,153.23,2004,2004,4,2,female,247.47
Red_Rock,-29.98,153.23,2004,2004,4,3,female,295.48
Red_Rock,-29.98,153.23,2004,2004,5,1,female,241.42
Red_Rock,-29.98,153.23,2004,2004,5,1,female,253.25
Red_Rock,-29.98,153.23,2004,2004,5,1,female,271.48
Red_Rock,-29.98,153.23,2004,2004,5,3,female,222.60
Red_Rock,-29.98,153.23,2004,2004,10,1,female,259.08
Red_Rock,-29.98,153.23,2004,2004,10,2,female,277.17
Red_Rock,-29.98,153.23,2004,2004,10,2,female,283.43
Red_Rock,-29.98,153.23,2004,2004,10,2,female,295.48
Red_Rock,-29.98,153.23,2004,2004,10,2,female,295.48
Red_Rock,-29.98,153.23,2004,2004,11,1,female,222.60
Red_Rock,-29.98,153.23,2004,2004,11,1,female,253.25
Red_Rock,-29.98,153.23,2004,2004,11,1,female,253.25
Red_Rock,-29.98,153.23,2004,2004,11,2,female,216.65
Red_Rock,-29.98,153.23,2004,2004,11,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,11,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,11,2,female,247.47
Red_Rock,-29.98,153.23,2004,2004,11,2,female,259.08
Red_Rock,-29.98,153.23,2004,2004,11,3,female,247.47
Red_Rock,-29.98,153.23,2004,2004,11,3,female,295.48
Red_Rock,-29.98,153.23,2004,2004,12,1,female,288.42
Red_Rock,-29.98,153.23,2004,2004,12,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,12,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,12,2,female,235.03
Red_Rock,-29.98,153.23,2004,2004,12,3,female,235.03
Red_Rock,-29.98,153.23,2004,2004,12,3,female,235.03
Red_Rock,-29.98,153.23,2004,2004,12,3,female,241.42
Red_Rock,-29.98,153.23,2004,2004,12,3,female,253.25
Red_Rock,-29.98,153.23,2004,2004,13,1,female,247.47
Red_Rock,-29.98,153.23,2004,2004,13,1,female,247.47
Red_Rock,-29.98,153.23,2004,2004,13,2,female,241.42
Red_Rock,-29.98,153.23,2004,2004,13,3,female,247.47
Red_Rock,-29.98,153.23,2004,2004,13,3,female,271.48
Red_Rock,-29.98,153.23,2004,2004,15,1,female,228.53
Red_Rock,-29.98,153.23,2004,2004,15,1,female,228.53
Red_Rock,-29.98,153.23,2004,2004,15,1,female,235.03
Red_Rock,-29.98,153.23,2004,2004,15,1,female,235.03
Red_Rock,-29.98,153.23,2004,2004,15,1,female,235.03
Red_Rock,-29.98,153.23,2004,2004,15,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,15,2,female,235.03
Red_Rock,-29.98,153.23,2004,2004,16,1,female,283.43
Red_Rock,-29.98,153.23,2004,2004,16,1,female,295.48
Red_Rock,-29.98,153.23,2004,2004,16,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,16,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,16,2,female,235.03
Red_Rock,-29.98,153.23,2004,2004,16,2,female,241.42
Red_Rock,-29.98,153.23,2004,2004,16,3,female,271.48
Red_Rock,-29.98,153.23,2004,2004,16,3,female,288.42
Red_Rock,-29.98,153.23,2004,2004,17,1,female,222.60
Red_Rock,-29.98,153.23,2004,2004,17,1,female,241.42
Red_Rock,-29.98,153.23,2004,2004,17,2,female,222.60
Red_Rock,-29.98,153.23,2004,2004,17,2,female,228.53
Red_Rock,-29.98,153.23,2004,2004,17,2,female,235.03
Red_Rock,-29.98,153.23,2004,2004,17,2,female,235.03
Red_Rock,-29.98,153.23,2004,2004,17,3,female,235.03
Red_Rock,-29.98,153.23,2004,2004,17,3,female,235.03
Red_Rock,-29.98,153.23,2004,2004,17,3,female,235.03
Red_Rock,-29.98,153.23,2004,2004,17,3,female,253.25
Red_Rock,-29.98,153.23,2004,2004,18,1,female,247.47
Red_Rock,-29.98,153.23,2004,2004,18,1,female,247.47
Red_Rock,-29.98,153.23,2004,2004,18,1,female,277.17
Red_Rock,-29.98,153.23,2004,2004,18,1,female,277.17
Red_Rock,-29.98,153.23,2004,2004,18,1,female,277.17
Red_Rock,-29.98,153.23,2004,2004,18,1,female,283.43
Red_Rock,-29.98,153.23,2004,2004,18,2,female,259.08
Red_Rock,-29.98,153.23,2004,2004,18,2,female,283.43
Red_Rock,-29.98,153.23,2004,2004,18,3,female,271.48
Red_Rock,-29.98,153.23,2004,2004,18,3,female,277.17
Red_Rock,-29.98,153.23,2004,2004,18,3,female,283.43
Red_Rock,-29.98,153.23,2004,2004,18,3,female,283.43
Red_Rock,-29.98,153.23,2004,2004,18,3,female,301.70
Red_Rock,-29.98,153.23,2004,2004,19,1,female,241.42
Red_Rock,-29.98,153.23,2004,2004,19,1,female,259.08
Red_Rock,-29.98,153.23,2004,2004,19,2,female,235.03
Red_Rock,-29.98,153.23,2004,2004,19,2,female,241.42
Red_Rock,-29.98,153.23,2004,2004,19,2,female,247.47
Red_Rock,-29.98,153.23,2004,2004,19,3,female,241.42
Red_Rock,-29.98,153.23,2004,2004,19,3,female,271.48
Red_Rock,-29.98,153.23,2004,2004,20,1,female,247.47
Red_Rock,-29.98,153.23,2004,2004,20,1,female,259.08
Red_Rock,-29.98,153.23,2004,2004,20,1,female,262.87
Red_Rock,-29.98,153.23,2004,2004,20,1,female,306.82
Red_Rock,-29.98,153.23,2004,2004,20,2,female,277.17
Red_Rock,-29.98,153.23,2004,2004,20,2,female,288.42
Red_Rock,-29.98,153.23,2004,2004,20,3,female,259.08
Red_Rock,-29.98,153.23,2004,2004,20,3,female,271.48
Red_Rock,-29.98,153.23,2004,2004,2,1,male,222.60
Red_Rock,-29.98,153.23,2004,2004,2,1,male,228.53
Red_Rock,-29.98,153.23,2004,2004,2,2,male,283.43
Red_Rock,-29.98,153.23,2004,2004,2,3,male,295.48
Red_Rock,-29.98,153.23,2004,2004,2,3,male,328.05
Red_Rock,-29.98,153.23,2004,2004,3,1,male,235.03
Red_Rock,-29.98,153.23,2004,2004,3,1,male,235.03
Red_Rock,-29.98,153.23,2004,2004,3,1,male,247.47
Red_Rock,-29.98,153.23,2004,2004,3,1,male,253.25
Red_Rock,-29.98,153.23,2004,2004,3,2,male,235.03
Red_Rock,-29.98,153.23,2004,2004,3,2,male,306.82
Red_Rock,-29.98,153.23,2004,2004,3,3,male,271.48
Red_Rock,-29.98,153.23,2004,2004,3,3,male,328.05
Red_Rock,-29.98,153.23,2004,2004,4,1,male,283.43
Red_Rock,-29.98,153.23,2004,2004,4,1,male,288.42
Red_Rock,-29.98,153.23,2004,2004,4,2,male,262.87
Red_Rock,-29.98,153.23,2004,2004,4,2,male,271.48
Red_Rock,-29.98,153.23,2004,2004,4,3,male,352.70
Red_Rock,-29.98,153.23,2004,2004,4,3,male,363.37
Red_Rock,-29.98,153.23,2004,2004,5,1,male,301.70
Red_Rock,-29.98,153.23,2004,2004,10,1,male,283.43
Red_Rock,-29.98,153.23,2004,2004,10,1,male,301.70
Red_Rock,-29.98,153.23,2004,2004,10,1,male,301.70
Red_Rock,-29.98,153.23,2004,2004,10,1,male,306.82
Red_Rock,-29.98,153.23,2004,2004,10,2,male,328.05
Red_Rock,-29.98,153.23,2004,2004,10,3,male,262.87
Red_Rock,-29.98,153.23,2004,2004,10,3,male,295.48
Red_Rock,-29.98,153.23,2004,2004,10,3,male,312.87
Red_Rock,-29.98,153.23,2004,2004,11,1,male,228.53
Red_Rock,-29.98,153.23,2004,2004,11,1,male,241.42
Red_Rock,-29.98,153.23,2004,2004,11,1,male,247.47
Red_Rock,-29.98,153.23,2004,2004,11,2,male,262.87
Red_Rock,-29.98,153.23,2004,2004,11,3,male,235.03
Red_Rock,-29.98,153.23,2004,2004,11,3,male,247.47
Red_Rock,-29.98,153.23,2004,2004,11,3,male,259.08
Red_Rock,-29.98,153.23,2004,2004,11,3,male,277.17
Red_Rock,-29.98,153.23,2004,2004,12,1,male,241.42
Red_Rock,-29.98,153.23,2004,2004,12,1,male,253.25
Red_Rock,-29.98,153.23,2004,2004,12,1,male,253.25
Red_Rock,-29.98,153.23,2004,2004,12,1,male,262.87
Red_Rock,-29.98,153.23,2004,2004,12,1,male,271.48
Red_Rock,-29.98,153.23,2004,2004,12,2,male,247.47
Red_Rock,-29.98,153.23,2004,2004,12,2,male,259.08
Red_Rock,-29.98,153.23,2004,2004,12,3,male,235.03
Red_Rock,-29.98,153.23,2004,2004,12,3,male,235.03
Red_Rock,-29.98,153.23,2004,2004,12,3,male,241.42
Red_Rock,-29.98,153.23,2004,2004,12,3,male,253.25
Red_Rock,-29.98,153.23,2004,2004,12,3,male,259.08
Red_Rock,-29.98,153.23,2004,2004,13,1,male,271.48
Red_Rock,-29.98,153.23,2004,2004,13,2,male,259.08
Red_Rock,-29.98,153.23,2004,2004,13,3,male,253.25
Red_Rock,-29.98,153.23,2004,2004,15,1,male,228.53
Red_Rock,-29.98,153.23,2004,2004,15,1,male,241.42
Red_Rock,-29.98,153.23,2004,2004,15,2,male,241.42
Red_Rock,-29.98,153.23,2004,2004,15,3,male,222.60
Red_Rock,-29.98,153.23,2004,2004,15,3,male,241.42
Red_Rock,-29.98,153.23,2004,2004,16,1,male,262.87
Red_Rock,-29.98,153.23,2004,2004,16,1,male,271.48
Red_Rock,-29.98,153.23,2004,2004,16,1,male,271.48
Red_Rock,-29.98,153.23,2004,2004,16,1,male,312.87
Red_Rock,-29.98,153.23,2004,2004,16,2,male,235.03
Red_Rock,-29.98,153.23,2004,2004,16,2,male,259.08
Red_Rock,-29.98,153.23,2004,2004,17,1,male,228.53
Red_Rock,-29.98,153.23,2004,2004,17,1,male,235.03
Red_Rock,-29.98,153.23,2004,2004,17,1,male,235.03
Red_Rock,-29.98,153.23,2004,2004,17,1,male,241.42
Red_Rock,-29.98,153.23,2004,2004,17,1,male,241.42
Red_Rock,-29.98,153.23,2004,2004,17,1,male,241.42
Red_Rock,-29.98,153.23,2004,2004,17,1,male,247.47
Red_Rock,-29.98,153.23,2004,2004,17,2,male,228.53
Red_Rock,-29.98,153.23,2004,2004,17,2,male,235.03
Red_Rock,-29.98,153.23,2004,2004,17,2,male,241.42
Red_Rock,-29.98,153.23,2004,2004,17,2,male,241.42
Red_Rock,-29.98,153.23,2004,2004,17,3,male,241.42
Red_Rock,-29.98,153.23,2004,2004,17,3,male,253.25
Red_Rock,-29.98,153.23,2004,2004,18,1,male,247.47
Red_Rock,-29.98,153.23,2004,2004,18,1,male,253.25
Red_Rock,-29.98,153.23,2004,2004,18,2,male,283.43
Red_Rock,-29.98,153.23,2004,2004,18,3,male,283.43
Red_Rock,-29.98,153.23,2004,2004,18,3,male,301.70
Red_Rock,-29.98,153.23,2004,2004,18,3,male,328.05
Red_Rock,-29.98,153.23,2004,2004,19,1,male,259.08
Red_Rock,-29.98,153.23,2004,2004,19,2,male,241.42
Red_Rock,-29.98,153.23,2004,2004,19,2,male,328.05
Red_Rock,-29.98,153.23,2004,2004,19,3,male,235.03
Red_Rock,-29.98,153.23,2004,2004,19,3,male,241.42
Red_Rock,-29.98,153.23,2004,2004,20,1,male,277.17
Red_Rock,-29.98,153.23,2004,2004,20,1,male,277.17
Red_Rock,-29.98,153.23,2004,2004,20,1,male,283.43
Red_Rock,-29.98,153.23,2004,2004,20,2,male,271.48
Red_Rock,-29.98,153.23,2004,2004,20,2,male,283.43
Red_Rock,-29.98,153.23,2004,2004,20,2,male,288.42
Red_Rock,-29.98,153.23,2004,2004,20,2,male,288.42
Red_Rock,-29.98,153.23,2004,2004,20,3,male,259.08
Red_Rock,-29.98,153.23,2004,2004,20,3,male,288.42
Tuncurry,-32.17,152.50,2004,2004,1,1,female,271.48
Tuncurry,-32.17,152.50,2004,2004,1,1,female,271.48
Tuncurry,-32.17,152.50,2004,2004,1,1,female,328.05
Tuncurry,-32.17,152.50,2004,2004,1,2,female,235.03
Tuncurry,-32.17,152.50,2004,2004,1,2,female,235.03
Tuncurry,-32.17,152.50,2004,2004,1,2,female,247.47
Tuncurry,-32.17,152.50,2004,2004,3,1,female,253.25
Tuncurry,-32.17,152.50,2004,2004,3,1,female,283.43
Tuncurry,-32.17,152.50,2004,2004,3,2,female,253.25
Tuncurry,-32.17,152.50,2004,2004,3,2,female,262.87
Tuncurry,-32.17,152.50,2004,2004,3,3,female,277.17
Tuncurry,-32.17,152.50,2004,2004,4,1,female,328.05
Tuncurry,-32.17,152.50,2004,2004,4,2,female,259.08
Tuncurry,-32.17,152.50,2004,2004,4,2,female,271.48
Tuncurry,-32.17,152.50,2004,2004,4,2,female,283.43
Tuncurry,-32.17,152.50,2004,2004,4,3,female,271.48
Tuncurry,-32.17,152.50,2004,2004,4,3,female,301.70
Tuncurry,-32.17,152.50,2004,2004,5,1,female,259.08
Tuncurry,-32.17,152.50,2004,2004,5,1,female,277.17
Tuncurry,-32.17,152.50,2004,2004,5,1,female,277.17
Tuncurry,-32.17,152.50,2004,2004,5,1,female,283.43
Tuncurry,-32.17,152.50,2004,2004,5,2,female,247.47
Tuncurry,-32.17,152.50,2004,2004,5,2,female,253.25
Tuncurry,-32.17,152.50,2004,2004,5,2,female,253.25
Tuncurry,-32.17,152.50,2004,2004,5,2,female,262.87
Tuncurry,-32.17,152.50,2004,2004,5,3,female,247.47
Tuncurry,-32.17,152.50,2004,2004,5,3,female,253.25
Tuncurry,-32.17,152.50,2004,2004,6,2,female,241.42
Tuncurry,-32.17,152.50,2004,2004,6,2,female,295.48
Tuncurry,-32.17,152.50,2004,2004,6,2,female,306.82
Tuncurry,-32.17,152.50,2004,2004,6,3,female,259.08
Tuncurry,-32.17,152.50,2004,2004,6,3,female,288.42
Tuncurry,-32.17,152.50,2004,2004,7,1,female,271.48
Tuncurry,-32.17,152.50,2004,2004,7,1,female,301.70
Tuncurry,-32.17,152.50,2004,2004,7,2,female,241.42
Tuncurry,-32.17,152.50,2004,2004,7,2,female,259.08
Tuncurry,-32.17,152.50,2004,2004,7,2,female,259.08
Tuncurry,-32.17,152.50,2004,2004,7,2,female,259.08
Tuncurry,-32.17,152.50,2004,2004,7,2,female,328.05
Tuncurry,-32.17,152.50,2004,2004,7,3,female,253.25
Tuncurry,-32.17,152.50,2004,2004,7,3,female,253.25
Tuncurry,-32.17,152.50,2004,2004,8,1,female,228.53
Tuncurry,-32.17,152.50,2004,2004,8,1,female,235.03
Tuncurry,-32.17,152.50,2004,2004,8,2,female,216.65
Tuncurry,-32.17,152.50,2004,2004,8,2,female,222.60
Tuncurry,-32.17,152.50,2004,2004,8,2,female,235.03
Tuncurry,-32.17,152.50,2004,2004,8,3,female,241.42
Tuncurry,-32.17,152.50,2004,2004,8,3,female,247.47
Tuncurry,-32.17,152.50,2004,2004,8,3,female,301.70
Tuncurry,-32.17,152.50,2004,2004,9,1,female,204.73
Tuncurry,-32.17,152.50,2004,2004,9,2,female,241.42
Tuncurry,-32.17,152.50,2004,2004,9,3,female,222.60
Tuncurry,-32.17,152.50,2004,2004,9,3,female,222.60
Tuncurry,-32.17,152.50,2004,2004,10,1,female,228.53
Tuncurry,-32.17,152.50,2004,2004,10,1,female,241.42
Tuncurry,-32.17,152.50,2004,2004,10,2,female,241.42
Tuncurry,-32.17,152.50,2004,2004,10,3,female,235.03
Tuncurry,-32.17,152.50,2004,2004,10,3,female,235.03
Tuncurry,-32.17,152.50,2004,2004,12,1,female,235.03
Tuncurry,-32.17,152.50,2004,2004,12,1,female,235.03
Tuncurry,-32.17,152.50,2004,2004,12,1,female,253.25
Tuncurry,-32.17,152.50,2004,2004,12,2,female,235.03
Tuncurry,-32.17,152.50,2004,2004,12,2,female,247.47
Tuncurry,-32.17,152.50,2004,2004,12,3,female,228.53
