Population,ID_Nr,Latitude,Longitude,Year_start,Year_end,Locus,Allele1_fz,Allele2_fz,Allele3_fz,Allele4_fz,Allele5_fz,2n
O'Hara,59B,-32.430,150.650,1972,1996,Aldox,0.985,0.015,0.000,,,136
O'Hara,59C,-32.430,150.650,1972,1996,Aldox,1.000,0.000,0.000,,,36
O'Hara,59D,-32.430,150.650,1972,1996,Aldox, , , ,,,0
O'Hara,59E,-32.430,150.650,1972,1996,Aldox,0.930,0.070,0.000,,,142
O'Hara,59F,-32.430,150.650,1972,1996,Aldox,0.901,0.097,0.002,,,514
O'Hara,59G,-32.430,150.650,1972,1996,Aldox,0.895,0.068,0.037,,,190
O'Hara,59H,-32.430,150.650,1972,1996,Aldox,0.883,0.090,0.027,,,368
O'Hara,59I,-32.430,150.650,1972,1996,Aldox,0.898,0.098,0.004,,,246
O'Hara,59J,-32.430,150.650,1972,1996,Aldox,0.876,0.116,0.008,,,372
O'Hara,59K,-32.430,150.650,1972,1996,Aldox,0.880,0.117,0.003,,,350
Cox,60A,-32.460,150.680,1972,1996,Aldox,0.998,0.002,0.000,,,656
Cox,60B,-32.460,150.680,1972,1996,Aldox,0.994,0.006,0.000,,,824
Cox,60C,-32.460,150.680,1972,1996,Aldox,0.965,0.035,0.000,,,1158
Cox,60D,-32.460,150.680,1972,1996,Aldox,0.963,0.037,0.000,,,322
Cox,60E,-32.460,150.680,1972,1996,Aldox,0.969,0.031,0.000,,,384
Cox,60F,-32.460,150.680,1972,1996,Aldox,0.960,0.040,0.000,,,548
Cox,60G,-32.460,150.680,1972,1996,Aldox,0.900,0.100,0.000,,,30
Cox,60H,-32.460,150.680,1972,1996,Aldox,0.950,0.050,0.000,,,222
Yarrawonga,5A,-32.490,150.600,1972,1996,Aldox,0.984,0.016,0.000,,,122
Yarrawonga,5AA,-32.490,150.600,1972,1996,Aldox,0.975,0.025,0.000,,,400
Yarrawonga,5B,-32.490,150.600,1972,1996,Aldox,0.967,0.033,0.000,,,632
Yarrawonga,5BB,-32.490,150.600,1972,1996,Aldox,0.983,0.017,0.000,,,1494
Yarrawonga,5C,-32.490,150.600,1972,1996,Aldox,0.970,0.030,0.000,,,888
Yarrawonga,5CC,-32.490,150.600,1972,1996,Aldox,0.971,0.029,0.000,,,348
Yarrawonga,5D,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,400
Yarrawonga,5DD,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,248
Yarrawonga,5E,-32.490,150.600,1972,1996,Aldox,0.991,0.009,0.000,,,110
Yarrawonga,5EE,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,38
Yarrawonga,5F,-32.490,150.600,1972,1996,Aldox,0.996,0.004,0.000,,,240
Yarrawonga,5FF,-32.490,150.600,1972,1996,Aldox, , , ,,,0
Yarrawonga,5G,-32.490,150.600,1972,1996,Aldox,0.969,0.031,0.000,,,192
Yarrawonga,5GG,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,180
Yarrawonga,5H,-32.490,150.600,1972,1996,Aldox,0.963,0.037,0.000,,,190
Yarrawonga,5HH,-32.490,150.600,1972,1996,Aldox,0.996,0.004,0.000,,,492
Yarrawonga,5I,-32.490,150.600,1972,1996,Aldox,0.983,0.017,0.000,,,240
Yarrawonga,5II,-32.490,150.600,1972,1996,Aldox,0.992,0.008,0.000,,,368
Yarrawonga,5J,-32.490,150.600,1972,1996,Aldox,0.970,0.030,0.000,,,1528
Yarrawonga,5JJ,-32.490,150.600,1972,1996,Aldox,0.989,0.011,0.000,,,1168
Yarrawonga,5K,-32.490,150.600,1972,1996,Aldox,0.984,0.016,0.000,,,740
Yarrawonga,5KK,-32.490,150.600,1972,1996,Aldox,0.996,0.004,0.000,,,264
Yarrawonga,5L,-32.490,150.600,1972,1996,Aldox,0.981,0.019,0.000,,,978
Yarrawonga,5LL,-32.490,150.600,1972,1996,Aldox,0.991,0.009,0.000,,,998
Yarrawonga,5M,-32.490,150.600,1972,1996,Aldox,0.944,0.056,0.000,,,748
Yarrawonga,5MM,-32.490,150.600,1972,1996,Aldox,0.989,0.011,0.000,,,1688
Yarrawonga,5N,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,46
Yarrawonga,5NN,-32.490,150.600,1972,1996,Aldox,0.994,0.006,0.000,,,1116
Yarrawonga,5O,-32.490,150.600,1972,1996,Aldox,0.987,0.013,0.000,,,528
Yarrawonga,5OO,-32.490,150.600,1972,1996,Aldox,0.980,0.020,0.000,,,302
Yarrawonga,5P,-32.490,150.600,1972,1996,Aldox,0.996,0.004,0.000,,,540
Yarrawonga,5PP,-32.490,150.600,1972,1996,Aldox,0.987,0.013,0.000,,,152
Yarrawonga,5Q,-32.490,150.600,1972,1996,Aldox,0.983,0.017,0.000,,,174
Yarrawonga,5QQ,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,56
Yarrawonga,5R,-32.490,150.600,1972,1996,Aldox,0.979,0.021,0.000,,,144
Yarrawonga,5RR,-32.490,150.600,1972,1996,Aldox,0.986,0.014,0.000,,,142
Yarrawonga,5S,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,62
Yarrawonga,5SS,-32.490,150.600,1972,1996,Aldox,0.985,0.015,0.000,,,1522
Yarrawonga,5T,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,18
Yarrawonga,5TT,-32.490,150.600,1972,1996,Aldox,0.990,0.010,0.000,,,286
Yarrawonga,5U,-32.490,150.600,1972,1996,Aldox,0.977,0.023,0.000,,,44
Yarrawonga,5UU,-32.490,150.600,1972,1996,Aldox,0.944,0.056,0.000,,,484
Yarrawonga,5V,-32.490,150.600,1972,1996,Aldox,1.000,0.000,0.000,,,38
Yarrawonga,5VV,-32.490,150.600,1972,1996,Aldox,0.969,0.031,0.000,,,2014
Yarrawonga,5W,-32.490,150.600,1972,1996,Aldox,0.958,0.042,0.000,,,1464
Yarrawonga,5X,-32.490,150.600,1972,1996,Aldox,0.990,0.010,0.000,,,208
Yarrawonga,5Y,-32.490,150.600,1972,1996,Aldox,0.970,0.030,0.000,,,66
Yarrawonga,5Z,-32.490,150.600,1972,1996,Aldox,0.983,0.017,0.000,,,174
Woodlands_Hill,4B,-32.500,150.783,1972,1996,Aldox,1.000,0.000,0.000,,,80
Woodlands_Hill,4C,-32.500,150.783,1972,1996,Aldox,0.989,0.011,0.000,,,270
Warkworth,3B,-32.567,151.017,1972,1996,Aldox,0.961,0.039,0.000,,,178
Warkworth,3C,-32.567,151.017,1972,1996,Aldox,0.969,0.031,0.000,,,192
Warkworth,3D,-32.567,151.017,1972,1996,Aldox,0.911,0.089,0.000,,,192
Warkworth,3E,-32.567,151.017,1972,1996,Aldox,0.977,0.023,0.000,,,214
Lady_Jane_Beach,58,-33.833,151.300,1972,1996,Aldox,1.000,0.000,0.000,,,90
Cobbity,2,-34.017,150.667,1972,1996,Aldox,1.000,0.000,0.000,,,338
Cawdor,1,-34.100,150.667,1972,1996,Aldox,1.000,0.000,0.000,,,188
Mildura,48,-34.217,142.150,1972,1996,Aldox,1.000,0.000,0.000,,,38
"Block_598,_Cardross",43,-34.300,142.150,1972,1996,Aldox,0.980,0.020,0.000,,,50
Cardross_Reserve,44,-34.300,142.167,1972,1996,Aldox,1.000,0.000,0.000,,,52
"Cureton_Ave,_Sunnycliffs",47,-34.300,142.200,1972,1996,Aldox,1.000,0.000,0.000,,,14
"Block_575,_Cardross",42,-34.317,142.133,1972,1996,Aldox,0.989,0.011,0.000,,,92
"Block_260,_Sunnycliffs",45,-34.317,142.183,1972,1996,Aldox, , , ,,,0
"Block_270,_Sunnycliffs",46,-34.317,142.200,1972,1996,Aldox,1.000,0.000,0.000,,,30
Parafield,62,-34.800,138.650,1972,1996,Aldox,0.852,0.148,0.000,,,122
Pooraka,49,-34.817,138.117,1972,1996,Aldox,1.000,0.000,0.000,,,42
Wood_Wood,41,-35.117,143.350,1972,1996,Aldox,0.985,0.015,0.000,,,202
Dead_Horse_Lane,40,-35.367,143.550,1972,1996,Aldox,1.000,0.000,0.000,,,10
Bulla,63A,-37.654,144.769,1972,1996,Aldox, , , ,,,0
Bulla,63B,-37.654,144.769,1972,1996,Aldox,0.950,0.050,0.000,,,258
Bulla,63C,-37.654,144.769,1972,1996,Aldox,0.838,0.132,0.029,,,68
Mackay,36,-21.170,149.220,1972,1996,Est-1,0.000,1.000,0.000,,,24
Nth_Keppel_Is.,54A,-23.090,150.870,1972,1996,Est-1,0.273,0.700,0.027,,,220
Nth_Keppel_Is.,54B,-23.090,150.870,1972,1996,Est-1,0.218,0.761,0.021,,,142
Mulambin_Beach,55A,-23.188,150.789,1972,1996,Est-1,0.092,0.895,0.013,,,76
Mulambin_Beach,55B,-23.188,150.789,1972,1996,Est-1,0.156,0.825,0.019,,,160
Emu_Park,32A,-23.240,150.840,1972,1996,Est-1,0.105,0.863,0.032,,,190
Emu_Park,32B,-23.240,150.840,1972,1996,Est-1,0.222,0.778,0.000,,,18
Masthead_Is.,69,-23.540,151.730,1972,1996,Est-1,0.192,0.731,0.077,,,78
Westwood,16A,-23.647,150.149,1972,1996,Est-1,0.083,0.812,0.104,,,48
Westwood,16B,-23.647,150.149,1972,1996,Est-1,0.351,0.617,0.032,,,188
Westwood,16C,-23.647,150.149,1972,1996,Est-1,0.132,0.846,0.022,,,182
Westwood,16D,-23.647,150.149,1972,1996,Est-1,0.170,0.821,0.009,,,106
Dixalea,17A,-23.928,150.284,1972,1996,Est-1,0.188,0.688,0.125,,,48
Dixalea,17C,-23.928,150.284,1972,1996,Est-1,0.220,0.764,0.016,,,182
Glen_Elgin,15A,-24.620,149.190,1972,1996,Est-1,0.398,0.548,0.054,,,166
Glen_Elgin,15B,-24.620,149.190,1972,1996,Est-1,0.229,0.746,0.025,,,118
Glen_Elgin,15C,-24.620,149.190,1972,1996,Est-1,0.363,0.613,0.025,,,80
Glen_Elgin,15D,-24.620,149.190,1972,1996,Est-1,0.264,0.725,0.011,,,284
Planet_Downs,51A,-24.630,149.030,1972,1996,Est-1,0.333,0.667,0.000,,,66
Planet_Downs,51B,-24.630,149.030,1972,1996,Est-1,0.296,0.670,0.034,,,412
Theodore,18A,-25.023,150.044,1972,1996,Est-1,0.250,0.682,0.068,,,44
Theodore,18B,-25.023,150.044,1972,1996,Est-1,0.244,0.744,0.012,,,250
Theodore,18C,-25.023,150.044,1972,1996,Est-1,0.220,0.746,0.034,,,496
Isla_Gorge,72,-25.247,149.941,1972,1996,Est-1,0.246,0.754,0.000,,,114
Bulloo_Lakes,25,-25.590,144.600,1972,1996,Est-1,0.268,0.732,0.000,,,56
Telegraph_Plains,67,-25.669,149.832,1972,1996,Est-1,0.210,0.745,0.045,,,462
Injune,14,-25.754,148.656,1972,1996,Est-1,0.408,0.513,0.079,,,152
Injune_Creek,66A,-25.900,148.548,1972,1996,Est-1,0.227,0.740,0.033,,,546
Injune_Creek,66B,-25.900,148.548,1972,1996,Est-1,0.157,0.786,0.057,,,70
Morven,50A,-26.380,147.230,1972,1996,Est-1,0.214,0.750,0.036,,,84
Morven,50B,-26.380,147.230,1972,1996,Est-1,0.111,0.868,0.021,,,288
Angellala,26,-26.400,146.870,1972,1996,Est-1,0.169,0.769,0.062,,,160
Charleville,24A,-26.400,146.250,1972,1996,Est-1,0.260,0.700,0.040,,,50
Charleville,24B,-26.400,146.250,1972,1996,Est-1,0.113,0.817,0.070,,,186
Mungallala,27,-26.450,147.640,1972,1996,Est-1,0.269,0.694,0.038,,,186
Roma,7A,-26.454,148.795,1972,1996,Est-1,0.240,0.697,0.063,,,254
Roma,7B,-26.454,148.795,1972,1996,Est-1,0.325,0.620,0.055,,,308
Roma,7C,-26.454,148.795,1972,1996,Est-1,0.165,0.801,0.034,,,176
Roma,7D,-26.454,148.795,1972,1996,Est-1,0.240,0.712,0.048,,,208
Roma,7E,-26.454,148.795,1972,1996,Est-1,0.175,0.799,0.027,,,338
Jackson,28,-26.644,149.620,1972,1996,Est-1,0.237,0.672,0.091,,,186
Chinchilla,33A,-26.803,150.725,1972,1996,Est-1,0.135,0.847,0.018,,,222
Chinchilla,33B,-26.803,150.725,1972,1996,Est-1,0.192,0.764,0.043,,,276
Murweh,23,-27.000,145.960,1972,1996,Est-1,0.500,0.500,0.000,,,14
Dalby,29,-27.120,151.110,1972,1996,Est-1,0.186,0.731,0.083,,,156
Deception_Bay,35,-27.200,153.040,1972,1996,Est-1,0.278,0.694,0.028,,,144
Hemmant,31A,-27.435,153.131,1972,1996,Est-1,0.227,0.755,0.019,,,216
Hemmant,31B,-27.435,153.131,1972,1996,Est-1,0.264,0.689,0.047,,,318
Hemmant,31C,-27.435,153.131,1972,1996,Est-1,0.235,0.716,0.049,,,102
Hemmant,31D,-27.435,153.131,1972,1996,Est-1,0.253,0.707,0.040,,,198
Hemmant,31E,-27.435,153.131,1972,1996,Est-1,0.184,0.784,0.033,,,1618
Hemmant,31F,-27.435,153.131,1972,1996,Est-1,0.208,0.773,0.018,,,1960
Hemmant,31G,-27.435,153.131,1972,1996,Est-1,0.117,0.870,0.014,,,652
Hemmant,31H,-27.435,153.131,1972,1996,Est-1,0.142,0.835,0.023,,,260
Hemmant,31I,-27.435,153.131,1972,1996,Est-1,0.070,0.913,0.017,,,484
Donga_Creek,13,-27.511,148.838,1972,1996,Est-1,0.340,0.608,0.052,,,306
Borallon,19A,-27.524,152.699,1972,1996,Est-1,0.365,0.635,0.000,,,52
Borallon,19B,-27.524,152.699,1972,1996,Est-1,0.189,0.783,0.028,,,180
Toowoomba,8,-27.540,151.900,1972,1996,Est-1,0.182,0.736,0.083,,,424
Yarmouth,22,-27.560,146.250,1972,1996,Est-1,0.315,0.676,0.009,,,108
Moreton,34,-27.653,152.750,1972,1996,Est-1,0.252,0.683,0.064,,,202
Grandchester_Hill,56,-27.671,152.449,1972,1996,Est-1,0.279,0.702,0.019,,,208
Grandchester,30A,-27.678,152.445,1972,1996,Est-1,0.284,0.611,0.105,,,162
Grandchester,30B,-27.678,152.445,1972,1996,Est-1,0.197,0.776,0.027,,,1156
Warwick,57A,-28.247,152.019,1972,1996,Est-1,0.058,0.942,0.000,,,86
Warwick,57B,-28.247,152.019,1972,1996,Est-1,0.118,0.842,0.039,,,228
Moonie_Ponds,12A,-28.437,148.838,1972,1996,Est-1,0.222,0.734,0.044,,,158
Moonie_Ponds,12B,-28.437,148.838,1972,1996,Est-1,0.210,0.766,0.024,,,124
Burraweeda,65,-28.830,149.323,1972,1996,Est-1,0.222,0.696,0.083,,,460
Borah,71,-28.922,149.395,1972,1996,Est-1,0.188,0.778,0.035,,,144
Cleveland_East,10,-29.159,148.897,1972,1996,Est-1,0.163,0.806,0.031,,,98
Cleveland_West,11,-29.159,148.898,1972,1996,Est-1,0.271,0.594,0.135,,,96
Palmers_Is,64A,-29.420,153.300,1972,1996,Est-1,0.203,0.785,0.013,,,474
Palmers_Is,64B,-29.420,153.300,1972,1996,Est-1,0.124,0.833,0.043,,,258
Terry_Hie_Hie,21,-29.793,150.150,1972,1996,Est-1,0.128,0.872,0.000,,,180
Metz_Gorge,70A,-30.579,151.889,1972,1996,Est-1,0.278,0.722,0.000,,,126
Metz_Gorge,70B,-30.579,151.889,1972,1996,Est-1,0.154,0.752,0.093,,,246
Metz_Gorge,70C,-30.579,151.889,1972,1996,Est-1,0.146,0.849,0.005,,,656
Metz_Gorge,70D,-30.579,151.889,1972,1996,Est-1,0.105,0.890,0.004,,,228
Metz_Gorge,70E,-30.579,151.889,1972,1996,Est-1,0.088,0.912,0.000,,,204
Metz_Gorge,70F,-30.579,151.889,1972,1996,Est-1,0.082,0.902,0.017,,,660
Metz_Gorge,70G,-30.579,151.889,1972,1996,Est-1,0.114,0.884,0.002,,,658
Metz_Gorge,70H,-30.579,151.889,1972,1996,Est-1,0.157,0.833,0.010,,,396
Metz_Gorge,70I,-30.579,151.889,1972,1996,Est-1,0.185,0.814,0.001,,,1202
Metz_Gorge,70J,-30.579,151.889,1972,1996,Est-1,0.160,0.840,0.000,,,250
Metz_Gorge,70K,-30.579,151.889,1972,1996,Est-1,0.321,0.679,0.000,,,224
Metz_Gorge,70L,-30.579,151.889,1972,1996,Est-1,0.300,0.700,0.000,,,260
Metz_Gorge,70M,-30.579,151.889,1972,1996,Est-1,0.167,0.833,0.000,,,180
Kenebri,6A,-30.750,149.020,1972,1996,Est-1,0.187,0.793,0.020,,,294
Kenebri,6B,-30.750,149.020,1972,1996,Est-1,0.263,0.611,0.126,,,334
Kenebri,6C,-30.750,149.020,1972,1996,Est-1,0.271,0.654,0.075,,,280
Kenebri,6D,-30.750,149.020,1972,1996,Est-1,0.185,0.669,0.146,,,130
Kenebri,6E,-30.750,149.020,1972,1996,Est-1,0.198,0.764,0.037,,,242
Tamworth,20,-31.080,151.100,1972,1996,Est-1,0.229,0.729,0.043,,,140
Warrawong,9,-31.250,148.870,1972,1996,Est-1,0.244,0.744,0.013,,,78
Breeza,61A,-31.250,150.450,1972,1996,Est-1,0.158,0.837,0.005,,,646
Breeza,61B,-31.250,150.450,1972,1996,Est-1,0.182,0.811,0.008,,,782
Breeza,61C,-31.250,150.450,1972,1996,Est-1,0.260,0.718,0.022,,,362
Trinkey,68A,-31.350,149.950,1972,1996,Est-1,0.170,0.650,0.180,,,417
Trinkey,68B,-31.350,149.950,1972,1996,Est-1,0.190,0.766,0.043,,,394
Trinkey,68C,-31.350,149.950,1972,1996,Est-1,0.203,0.776,0.021,,,384
Trinkey,68D,-31.350,149.950,1972,1996,Est-1,0.195,0.773,0.032,,,374
Trinkey,68E,-31.350,149.950,1972,1996,Est-1,0.214,0.740,0.046,,,388
Trinkey,68F,-31.350,149.950,1972,1996,Est-1,0.180,0.791,0.028,,,738
Trinkey,68G,-31.350,149.950,1972,1996,Est-1,0.131,0.807,0.063,,,398
O'Hara,59A,-32.430,150.650,1972,1996,Est-1,0.136,0.860,0.004,,,236
O'Hara,59B,-32.430,150.650,1972,1996,Est-1,0.140,0.853,0.007,,,136
O'Hara,59C,-32.430,150.650,1972,1996,Est-1,0.167,0.833,0.000,,,36
O'Hara,59D,-32.430,150.650,1972,1996,Est-1,0.188,0.769,0.044,,,432
O'Hara,59E,-32.430,150.650,1972,1996,Est-1,0.133,0.839,0.028,,,143
O'Hara,59F,-32.430,150.650,1972,1996,Est-1,0.143,0.750,0.107,,,505
O'Hara,59G,-32.430,150.650,1972,1996,Est-1,0.109,0.831,0.060,,,201
O'Hara,59H,-32.430,150.650,1972,1996,Est-1,0.141,0.826,0.033,,,368
O'Hara,59I,-32.430,150.650,1972,1996,Est-1,0.095,0.881,0.024,,,252
O'Hara,59J,-32.430,150.650,1972,1996,Est-1,0.134,0.827,0.039,,,382
O'Hara,59K,-32.430,150.650,1972,1996,Est-1,0.115,0.866,0.019,,,374
Cox,60A,-32.460,150.680,1972,1996,Est-1,0.026,0.973,0.002,,,664
Cox,60B,-32.460,150.680,1972,1996,Est-1,0.215,0.755,0.030,,,1002
Cox,60C,-32.460,150.680,1972,1996,Est-1,0.129,0.870,0.002,,,1150
Cox,60D,-32.460,150.680,1972,1996,Est-1,0.139,0.852,0.009,,,324
Cox,60E,-32.460,150.680,1972,1996,Est-1,0.122,0.875,0.003,,,384
Cox,60F,-32.460,150.680,1972,1996,Est-1,0.079,0.904,0.017,,,706
Cox,60G,-32.460,150.680,1972,1996,Est-1,0.062,0.938,0.000,,,32
Cox,60H,-32.460,150.680,1972,1996,Est-1,0.105,0.873,0.023,,,220
Yarrawonga,5A,-32.490,150.600,1972,1996,Est-1,0.185,0.797,0.017,,,286
Yarrawonga,5AA,-32.490,150.600,1972,1996,Est-1,0.161,0.829,0.010,,,1052
Yarrawonga,5B,-32.490,150.600,1972,1996,Est-1,0.196,0.771,0.033,,,796
Yarrawonga,5BB,-32.490,150.600,1972,1996,Est-1,0.189,0.798,0.014,,,1622
Yarrawonga,5C,-32.490,150.600,1972,1996,Est-1,0.201,0.752,0.047,,,944
Yarrawonga,5CC,-32.490,150.600,1972,1996,Est-1,0.233,0.756,0.011,,,348
Yarrawonga,5D,-32.490,150.600,1972,1996,Est-1,0.182,0.740,0.078,,,396
Yarrawonga,5DD,-32.490,150.600,1972,1996,Est-1,0.163,0.833,0.004,,,276
Yarrawonga,5E,-32.490,150.600,1972,1996,Est-1,0.136,0.836,0.027,,,110
Yarrawonga,5EE,-32.490,150.600,1972,1996,Est-1,0.146,0.841,0.012,,,82
Yarrawonga,5F,-32.490,150.600,1972,1996,Est-1,0.140,0.811,0.049,,,264
Yarrawonga,5FF,-32.490,150.600,1972,1996,Est-1,0.172,0.828,0.000,,,134
Yarrawonga,5G,-32.490,150.600,1972,1996,Est-1,0.157,0.759,0.083,,,324
Yarrawonga,5GG,-32.490,150.600,1972,1996,Est-1,0.133,0.856,0.011,,,180
Yarrawonga,5H,-32.490,150.600,1972,1996,Est-1,0.147,0.768,0.084,,,190
Yarrawonga,5HH,-32.490,150.600,1972,1996,Est-1,0.196,0.786,0.018,,,1384
Yarrawonga,5I,-32.490,150.600,1972,1996,Est-1,0.175,0.750,0.075,,,240
Yarrawonga,5II,-32.490,150.600,1972,1996,Est-1,0.164,0.816,0.019,,,2316
Yarrawonga,5J,-32.490,150.600,1972,1996,Est-1,0.128,0.812,0.061,,,1528
Yarrawonga,5JJ,-32.490,150.600,1972,1996,Est-1,0.153,0.836,0.011,,,2038
Yarrawonga,5K,-32.490,150.600,1972,1996,Est-1,0.206,0.755,0.039,,,738
Yarrawonga,5KK,-32.490,150.600,1972,1996,Est-1,0.224,0.761,0.015,,,268
Yarrawonga,5L,-32.490,150.600,1972,1996,Est-1,0.214,0.766,0.020,,,1146
Yarrawonga,5LL,-32.490,150.600,1972,1996,Est-1,0.204,0.787,0.009,,,808
Yarrawonga,5M,-32.490,150.600,1972,1996,Est-1,0.208,0.772,0.020,,,784
Yarrawonga,5MM,-32.490,150.600,1972,1996,Est-1,0.193,0.791,0.016,,,1684
Yarrawonga,5N,-32.490,150.600,1972,1996,Est-1,0.145,0.848,0.007,,,138
Yarrawonga,5NN,-32.490,150.600,1972,1996,Est-1,0.179,0.800,0.021,,,1112
Yarrawonga,5O,-32.490,150.600,1972,1996,Est-1,0.217,0.768,0.014,,,626
Yarrawonga,5OO,-32.490,150.600,1972,1996,Est-1,0.203,0.781,0.016,,,306
Yarrawonga,5P,-32.490,150.600,1972,1996,Est-1,0.194,0.785,0.020,,,936
Yarrawonga,5PP,-32.490,150.600,1972,1996,Est-1,0.149,0.815,0.036,,,168
Yarrawonga,5Q,-32.490,150.600,1972,1996,Est-1,0.185,0.802,0.012,,,162
Yarrawonga,5QQ,-32.490,150.600,1972,1996,Est-1,0.159,0.793,0.049,,,82
Yarrawonga,5R,-32.490,150.600,1972,1996,Est-1,0.194,0.785,0.021,,,144
Yarrawonga,5RR,-32.490,150.600,1972,1996,Est-1,0.181,0.783,0.036,,,138
Yarrawonga,5S,-32.490,150.600,1972,1996,Est-1,0.212,0.773,0.015,,,66
Yarrawonga,5SS,-32.490,150.600,1972,1996,Est-1,0.176,0.798,0.025,,,1530
Yarrawonga,5T,-32.490,150.600,1972,1996,Est-1,0.222,0.778,0.000,,,18
Yarrawonga,5TT,-32.490,150.600,1972,1996,Est-1,0.177,0.801,0.021,,,282
Yarrawonga,5U,-32.490,150.600,1972,1996,Est-1,0.205,0.795,0.000,,,44
Yarrawonga,5UU,-32.490,150.600,1972,1996,Est-1,0.196,0.773,0.032,,,664
Yarrawonga,5V,-32.490,150.600,1972,1996,Est-1,0.151,0.821,0.028,,,212
Yarrawonga,5VV,-32.490,150.600,1972,1996,Est-1,0.191,0.779,0.030,,,3400
Yarrawonga,5W,-32.490,150.600,1972,1996,Est-1,0.167,0.820,0.013,,,1892
Yarrawonga,5X,-32.490,150.600,1972,1996,Est-1,0.113,0.887,0.000,,,292
Yarrawonga,5Y,-32.490,150.600,1972,1996,Est-1,0.143,0.843,0.014,,,70
Yarrawonga,5Z,-32.490,150.600,1972,1996,Est-1,0.120,0.870,0.010,,,192
Woodlands_Hill,4B,-32.500,150.783,1972,1996,Est-1,0.167,0.824,0.010,,,210
Woodlands_Hill,4C,-32.500,150.783,1972,1996,Est-1,0.112,0.858,0.030,,,268
Warkworth,3B,-32.567,151.017,1972,1996,Est-1,0.181,0.801,0.018,,,332
Warkworth,3C,-32.567,151.017,1972,1996,Est-1,0.164,0.799,0.037,,,268
Warkworth,3D,-32.567,151.017,1972,1996,Est-1,0.173,0.757,0.071,,,382
Warkworth,3E,-32.567,151.017,1972,1996,Est-1,0.192,0.776,0.033,,,214
Lady_Jane_Beach,58,-33.833,151.300,1972,1996,Est-1,0.000,1.000,0.000,,,90
Cobbity,2,-34.017,150.667,1972,1996,Est-1,0.126,0.874,0.000,,,356
Cawdor,1,-34.100,150.667,1972,1996,Est-1,0.204,0.796,0.000,,,186
Mildura,48,-34.217,142.150,1972,1996,Est-1,0.297,0.703,0.000,,,118
"Block_598,_Cardross",43,-34.300,142.150,1972,1996,Est-1,0.309,0.676,0.015,,,272
Cardross_Reserve,44,-34.300,142.167,1972,1996,Est-1,0.380,0.591,0.029,,,384
"Cureton_Ave,_Sunnycliffs",47,-34.300,142.200,1972,1996,Est-1,0.386,0.602,0.011,,,88
"Block_575,_Cardross",42,-34.317,142.133,1972,1996,Est-1,0.297,0.696,0.006,,,158
"Block_260,_Sunnycliffs",45,-34.317,142.183,1972,1996,Est-1,0.302,0.656,0.042,,,212
"Block_270,_Sunnycliffs",46,-34.317,142.200,1972,1996,Est-1,0.226,0.726,0.048,,,62
Parafield,62,-34.800,138.650,1972,1996,Est-1,0.348,0.567,0.085,,,270
Pooraka,49,-34.817,138.117,1972,1996,Est-1,0.422,0.469,0.109,,,64
Wood_Wood,41,-35.117,143.350,1972,1996,Est-1,0.363,0.634,0.003,,,306
Dead_Horse_Lane,40,-35.367,143.550,1972,1996,Est-1,0.250,0.750,0.000,,,12
Bulla,63A,-37.654,144.769,1972,1996,Est-1,0.146,0.838,0.015,,,396
Bulla,63B,-37.654,144.769,1972,1996,Est-1,0.127,0.855,0.018,,,544
Bulla,63C,-37.654,144.769,1972,1996,Est-1,0.143,0.857,0.000,,,70
Mackay,36,-21.170,149.220,1972,1996,Est-2,0.833,0.167,0.000,0.000,0.000,24
Nth_Keppel_Is.,54A,-23.090,150.870,1972,1996,Est-2,0.452,0.296,0.039,0.213,0.000,230
Nth_Keppel_Is.,54B,-23.090,150.870,1972,1996,Est-2,0.457,0.343,0.100,0.100,0.000,140
Mulambin_Beach,55A,-23.188,150.789,1972,1996,Est-2,0.408,0.303,0.066,0.211,0.013,76
Mulambin_Beach,55B,-23.188,150.789,1972,1996,Est-2,0.418,0.348,0.120,0.114,0.000,158
Emu_Park,32A,-23.240,150.840,1972,1996,Est-2,0.495,0.263,0.132,0.111,0.000,190
Emu_Park,32B,-23.240,150.840,1972,1996,Est-2,0.389,0.444,0.167,0.000,0.000,18
Masthead_Is.,69,-23.540,151.730,1972,1996,Est-2,0.500,0.225,0.175,0.075,0.025,80
Westwood,16A,-23.647,150.149,1972,1996,Est-2,0.478,0.217,0.152,0.152,0.000,46
Westwood,16B,-23.647,150.149,1972,1996,Est-2,0.335,0.404,0.154,0.106,0.000,188
Westwood,16C,-23.647,150.149,1972,1996,Est-2,0.534,0.351,0.086,0.029,0.000,174
Westwood,16D,-23.647,150.149,1972,1996,Est-2,0.453,0.349,0.142,0.047,0.009,106
Dixalea,17A,-23.928,150.284,1972,1996,Est-2,0.479,0.312,0.042,0.167,0.000,48
Dixalea,17C,-23.928,150.284,1972,1996,Est-2,0.450,0.244,0.178,0.117,0.011,180
